===============================================================================
  MT PARAMETERS
 STREAMID= 0
   PERIOD= 2^19937 - 1
       NN=     624 MM=     397 WW= 32 RR= 31
     AVEC= 0x9908B0DF WMASK= 0xFFFFFFFF UMASK= 0x80000000 LMASK= 0x7FFFFFFF
      MAG= 0x00000000 0x9908B0DF
@ 3FDABED1C4A1B522 0.4178966922980455
@ 3FC0CD80142C8D4C 0.1312713716989528
@ 3FC32A1D1A361AA8 0.1497227075562553
@ 3FECA40C374726FC 0.8950253562590826
@ 3FE843143AB5CCEC 0.7581883570368553
@ 3FC45C834BE2C2FC 0.1590732689415048
@ 3FE1E19345C2B2D9 0.5587860453138901
@ 3FCAF5377B24D3F4 0.2106084204948783
@ 3FE4BECEB664C246 0.6482919275641243
@ 3FD666E96B41BEF2 0.3500312373571283
@ 3FE5F66C4186D993 0.6863309173411828
@ 3FDB27CAA95B6C98 0.4243036893728429
@ 3FD1FA60C186B470 0.2809068574814040
@ 3FCC017949288E28 0.2187949759692043
@ 3FD1D704F396F66E 0.2787487391286508
@ 3FE9728C0575283B 0.7952327829928046
@ 3FC04FCC00D79D24 0.1274352077591426
@ 3FEC261E6BFE33D1 0.8796531781423430
@ 3FE3CB135B25A70C 0.6185395031181726
@ 3FB8BA431759F710 0.0965921337137525
@ 3FE1BAA6BB1F1CF2 0.5540345816342820
@ 3FE1B49C2344A4DB 0.5532971085387105
@ 3FE9F7A147133546 0.8114782703575336
@ 3FE6D65423D4E11A 0.7136631679377701
@ 3FD90B693D019528 0.3913214774859903
@ 3FBF787944574C30 0.1229320327613983
@ 3FDF055875D801DA 0.4847012663667819
@ 3FE1BE211CB4893E 0.5544591484688579
@ 3FD05032D93D7E52 0.2548949357496656
@ 3FEB51C7DDAB15EA 0.8537329987963720
@ 3FC3C663635EFE90 0.1544918284616768
@ 3FE98D31B1375BA0 0.7984856091742252
@ 3FE7BB86B40A1924 0.7416413799663002
@ 3FD1335E285CF1A0 0.2687602419062163
@ 3FCBD21E12ABA03C 0.2173497763790254
@ 3F904B3B9F0C9520 0.0159119907213113
@ 3FA9149646960270 0.0489851914562721
@ 3FEF89469105A60A 0.9855072815382198
@ 3FEB1778024A9849 0.8466148419145237
@ 3FAB612F6C15DC90 0.0534758395614797
@ 3FD99000ADCED4FE 0.3994142243712558
@ 3FB52D4B18845CD0 0.0827223715644891
@ 3FE4AEE590B27B19 0.6463496996037491
@ 3FE9720F3E8BF3F6 0.7951732846846642
@ 3FDDD52CBA54E960 0.4661361522336360
@ 3FA15E6FB50ACF50 0.0339236172198115
@ 3FDA86883E911244 0.4144611941340239
@ 3FBC811C57208C38 0.1113450730049842
@ 3FD00310D526E246 0.2501871186791828
@ 3FBB733B09C31AC8 0.1072270296891517
@ 3FE877E7F457AC42 0.7646369716943655
@ 3FE6C674DCF56D5B 0.7117256465530021
@ 3FDC239E255DB9F8 0.4396739354041581
@ 3FD9DCD44106FC4E 0.4041033396751502
@ 3FE8D5F22F533C29 0.7761164593047215
@ 3FDA40EC1594F670 0.4102125368843650
@ 3FC7BAE09178CAA4 0.1853905401527146
@ 3FEC361D414A185D 0.8816057467636359
@ 3FE0F22FAE36BDAF 0.5295637514699844
@ 3FED977A218FED14 0.9247408538352908
@ 3FB1668528366880 0.0679705832648398
@ 3FEDF1EF135DA5ED 0.9357829454649483
@ 3FEF9F15D720474F 0.9881695939713867
@ 3FC6106FFD88A424 0.1723766315419947
@ 3FDE799F5FD54420 0.4761732517118293
@ 3FD7351F41BB2530 0.3626173154740000
@ 3FE3D9C41475D5DA 0.6203327560057759
@ 3F908EFCCED31A40 0.0161704541431169
@ 3FE1AC78F5753831 0.5523037714099300
@ 3FE8DAA60B25C1B3 0.7766905038570741
@ 3FD8C77B0CC89288 0.3871753334845285
@ 3FCC15166E4ECCDC 0.2193935431110735
@ 3FE2107A415F822F 0.5645114209001515
@ 3FA46996C2D3D320 0.0398680794550386
@ 3FE5D600A9394A61 0.6823733620788738
@ 3FCA121EF0A623FC 0.2036780047458534
@ 3FB9F8DEE6B4EF38 0.1014537156342471
@ 3FD885A06E5F0236 0.3831559255450289
@ 3FD8B9121A357F28 0.3862958198496806
@ 3FD36599C8118CE6 0.3030762151522154
@ 3FE104E9A372457A 0.5318496887504545
@ 3FE0208276EE1C49 0.5039684603551758
@ 3FEC28922CA2898A 0.8799525138640985
@ 3FA5868103C14710 0.0420418088039139
@ 3FDCA6D4D6F1A1EC 0.4476825808583544
@ 3FB19590BF300A00 0.0686884371535044
@ 3FEDF629672314E6 0.9362990393061892
@ 3FE378073AC6BB26 0.6084018848394848
@ 3FD652714C230980 0.3487818950199184
@ 3FEA2D20E1228CFC 0.8180088421981107
@ 3FA471ED249D62F0 0.0399316889949598
@ 3FD45AE3E71A6890 0.3180475003115442
@ 3FD3547BE32CF46E 0.3020314901839986
@ 3FD6FA87C89AE5CC 0.3590411623987080
@ 3FD9905271976904 0.3994337186137644
@ 3FE646256B78C1FB 0.6960627650315127
@ 3FE75F6E53B18DCD 0.7303992876663244
@ 3FC528390DF166A0 0.1652900045472068
@ 3FB2EC2BC3BA1ED8 0.0739161827897264
@ 3FC087A855466FC0 0.1291399399168522
@ 3FD6057F45B0DD46 0.3440855198454823
@ 3FE9CB0AD466FCFD 0.8060354374391917
@ 3FD5E2014C46E0C4 0.3419192547694474
@ 3FD9A99A66A0F9BA 0.4009767534479597
@ 3FE635D8F84CB7AD 0.6940731858828620
@ 3FEF856A5D64E3DE 0.9850360702613405
@ 3FEB21267E810B0F 0.8477966757567134
@ 3FC684728035BB34 0.1759169698738902
@ 3FD59E72F0E16D4A 0.3377959587430338
@ 3FEC5FD57577299E 0.8866984647987015
@ 3FE961255CA3B7F2 0.7931086358419164
@ 3FEBBF0F5C14B13D 0.8670727537587833
@ 3FB1865AAF2C35E8 0.0684563329379767
@ 3FE6C16F6740CD41 0.7111126915610059
@ 3FBC40CB0B466050 0.1103636648680333
@ 3FAEBE7049AEA730 0.0600466813987864
@ 3FB30773293276B0 0.0743324256495395
@ 3FBB061E5566B600 0.1055621107577380
@ 3FED89B9CB564112 0.9230622264313146
@ 3FEDC2ABC98AC2CC 0.9300135551803463
@ 3FDF3BD6945B27F2 0.4880272339620425
@ 3FEA653D3D88112F 0.8248583032405231
@ 3FCA68FD15A03B1C 0.2063289981456017
@ 3FE3A898275CDD3D 0.6143303650668838
@ 3FE0BBD51379F1F0 0.5229287510297222
@ 3FEB7B9C7849F464 0.8588392590896885
@ 3FD324FA5103087A 0.2991319457179383
@ 3FE4D4BD2957ED70 0.6509691054811082
@ 3FE8FE6F9DE51A74 0.7810590824017951
@ 3FE9F3EDAA7851AF 0.8110264138691060
@ 3FD8E65199004340 0.3890575403357168
@ 3FE44CE7472EFCC5 0.6343876257232287
@ 3FD6A41EB765EBEC 0.3537670889851927
@ 3FE98E65539BA8A7 0.7986323006600927
@ 3FD81520457AA34E 0.3762894323831930
@ 3FE74FD4696C31A5 0.7284948405299941
@ 3FEA66EBC13530FF 0.8250635884847098
@ 3FED32834DC22C42 0.9124161261291948
@ 3FEED621629608E7 0.9636389661320920
@ 3FE92458771A919A 0.7856867147680078
@ 3FE67E81058CA32B 0.7029423817049055
@ 3FE03279C6EC53D4 0.5061615834443907
@ 3FE7DB4BBE8421FC 0.7455195160883359
@ 3FE285C67E5BDDC5 0.5788300006815282
@ 3FDDC978799DA5F4 0.4654217898992947
@ 3FDE669D6621506E 0.4750131127705178
@ 3FE924338306FC2A 0.7856690940024056
@ 3FECCB1B3BA97E11 0.8997932591700551
@ 3FDAF1F965D320C2 0.4210189337141054
@ 3FDBF295BB8FEB6A 0.4366812068616840
@ 3FE5B56078CEEF3C 0.6783907279527521
@ 3FAE630BD940B610 0.0593494131756921
@ 3FE2E66CDCDF4A71 0.5906280816946731
@ 3FEEA2325D3F73D1 0.9572994061705861
@ 3FD102446D2F0430 0.2657633844610841
@ 3FE6C808883F0D78 0.7119181309757741
@ 3FE711160F06859A 0.7208357137171106
@ 3FB9771AEA840140 0.0994736502216300
@ 3FC1D8775B585C00 0.1394185253163585
@ 3FE668C53E1A1B47 0.7002893650941154
@ 3FBE07044BDEF290 0.1172945676070845
@ 3FD28061BEFE4CA4 0.2890858044785978
@ 3F9CDA09F07A7820 0.0281755021120419
@ 3FE79E164F9D7516 0.7380477480871004
@ 3FE5F47641F9F41A 0.6860915459252539
@ 3FE656C0C5C5CC30 0.6980899679896364
@ 3FC6E9F99339EEBC 0.1790153473738111
@ 3F8272D8AE1C2540 0.0090081146368158
@ 3FEDF9E3A0640518 0.9367540485983765
@ 3FC765839359F5FC 0.1827854604234033
@ 3F97FF1A3BC07580 0.0234340762109375
@ 3FDC5C63696CB6EA 0.4431389359987025
@ 3FD5BF03042FD43E 0.3397834339987787
@ 3FE688C515C52C72 0.7041955399703410
@ 3FE848898FB91218 0.7588546568954966
@ 3FB4E78C48B819A8 0.0816581418549506
@ 3FE81D2A2A427164 0.7535601449376768
@ 3FC1446204396FCC 0.1348993797899979
@ 3FE64DCA226CDA67 0.6969957992904029
@ 3FC682F7842822B4 0.1758717913910651
@ 3FDB3F17E2823316 0.4257259094236344
@ 3FE56444B21EB721 0.6684897879510779
@ 3FE84878E32B61F8 0.7588467060950839
@ 3FDB9AA22C9A13A6 0.4313130794110357
@ 3FE132C1BE81B018 0.5374459000427150
@ 3FE267EAEAC07B7C 0.5751852593419780
@ 3FE45DB674181FF2 0.6364395396676612
@ 3FCAD564D9228A20 0.2096372661809065
@ 3FE649BC0D6925B2 0.6965008031776760
@ 3FE8FCA15898937E 0.7808386545553814
@ 3FEFA6F872DBF52C 0.9891321414321843
@ 3FE1EAF8CAE29E2D 0.5599330866434166
@ 3FD1E05126DAF948 0.2793162230917869
@ 3FB0D0E160A12730 0.0656872616683841
@ 3FE0BD6787F8C206 0.5231206565568420
@ 3FBCC5B16BB88FE0 0.1123915565481748
@ 3FD76A09D51CA776 0.3658470708056635
@ 3FE5314F7A0CCB1D 0.6622693427837906
@ 3FEC3B60C6665761 0.8822482943530582
@ 3FBC5C71CABC6BF8 0.1107855911217682
@ 3FD3DC37D520474A 0.3103160458859874
@ 3FE367C7FF1C6A69 0.6064186079632466
@ 3FD550E8B58A5B1A 0.3330632946830733
@ 3FC70925D1913970 0.1799666665342090
@ 3FEA6D9DF0990EBB 0.8258809756448139
@ 3FE96364F26ECC38 0.7933830962196060
@ 3FE9179258CC8DF1 0.7841274008137004
@ 3FC7B870A35C9FE0 0.1853161618867025
@ 3FE44798853F6B42 0.6337397196287855
@ 3FDE94AC1121AB96 0.4778242270755809
@ 3FBD1769201D7080 0.1136384681134945
@ 3FDE3F9C546395DA 0.4726324867354755
@ 3FE52874F3E37248 0.6611885798880133
@ 3FEE2C4A6720F6E5 0.9429065717920052
@ total sum of double2 4.8226326881435676E+02
@ double3
@ 3FE2E008EDD43B85 0.5898480076883607
@ 3FEE67D7893DF79B 0.9501760178097699
@ 3FD774C8D751915A 0.3665029623719157
@ 3FC582A45EBB993C 0.1680493795931371
@ 3FEC6812AD79BE9D 0.8877042186922669
@ 3FBBD847B476E328 0.1087689223849223
@ 3FE8F54A4881132F 0.7799426475618015
@ 3FED2B80E588F541 0.9115604861359899
@ 3FB4F82FB2E9E778 0.0819120227623936
@ 3FBE5E9EA53E4E78 0.1186312821794732
@ 3FCEEE4009314E8C 0.2416458172689214
@ 3FE514471852CF53 0.6587253069942370
@ 3FE83DD4451CBC51 0.7575475072716334
@ 3FE015029891B385 0.5025647144189952
@ 3F9A8480555928A0 0.0258960773556188
@ 3FD0BF02829A288A 0.2616583133136677
@ 3FD7FD4BB3E5B52A 0.3748349434670951
@ 3FE7EB1C2E8FEA41 0.7474499616067264
@ 3FC52820F05696AC 0.1652871297384783
@ 3FD09C307B5CA346 0.2595330433564879
@ 3FB594C92D30F138 0.0843015418367415
@ 3FAB34AC22055630 0.0531362334756235
@ 3FE30E601A7E44EB 0.5955048100896908
@ 3FC4A79C9BBAA6C4 0.1613651047130614
@ 3FCBDB5601CDD57C 0.2176311024483474
@ 3FD5D51BD66FC1CE 0.3411321252924865
@ 3FEB856766BB3123 0.8600346571416008
@ 3FE5106B2372C1FB 0.6582542126034804
@ 3FED5421CB621543 0.9165200207068341
@ 3FE762EC68A5A05F 0.7308256191145225
@ 3FE82EFEDEB525F7 0.7557367658384341
@ 3F919DC5743EDCA0 0.0172034122658401
@ 3FD5404475007ACA 0.3320475714298651
@ 3FDFB30066F01D52 0.4953003888371842
@ 3FE5A88D392222E7 0.6768251529584547
@ 3FEA71C5677CD341 0.8263880749933393
@ 3FCADCF09CCF480C 0.2098675504371957
@ 3FD411BB397A4A4E 0.3135822354608181
@ 3FEBDBA730583903 0.8705631202917917
@ 3FEF6B4B06EA6EB1 0.9818472991059563
@ 3FE81EDA0DF6030B 0.7537660858798473
@ 3FE5A537E6D3889B 0.6764182575536951
@ 3FEA96E3DD1901C7 0.8309192007364395
@ 3FEBAA7905B28215 0.8645596610331859
@ 3FE66D5E64D83EF7 0.7008506745932824
@ 3FE81081F9902D49 0.7520151018410753
@ 3FD90CF85701E812 0.3914166307146171
@ 3FAA775056C2BC50 0.0516915422352829
@ 3FE725AEE25D82AF 0.7233499928662094
@ 3FEAD183D0E9477F 0.8380755501077458
@ 3FE0203861F3E2B9 0.5039331353319404
@ 3FBF0DC3E42DE708 0.1213037902906785
@ 3FE79F9DF47FCF6F 0.7382344985366965
@ 3FD28610B23BC222 0.2894326916275834
@ 3FAF54049E0FB930 0.0611878817506856
@ 3F97D27C734F78E0 0.0232638783817202
@ 3FE5A269B0113361 0.6760757864773091
@ 3FB785BF0B8D7DB8 0.0918845561222871
@ 3FCFABF62CB21F84 0.2474353521577052
@ 3FC7AD840CF9417C 0.1849827826831748
@ 3FC7AC68B028C384 0.1849490032341486
@ 3FEC139CDD4F91C7 0.8773941347577016
@ 3FD9F879B7641E6E 0.4057907381943328
@ 3FE8933CFA5DD72D 0.7679734125110592
@ 3FDE4ED97FE06556 0.4735625981134793
@ 3FCAB80C19B09AA4 0.2087416768492477
@ 3FE0CD28F397C593 0.5250439412758844
@ 3FEFB751E891BAA9 0.9911279241913081
@ 3FDC1627412E2A12 0.4388521324659972
@ 3FEB53FA16549A37 0.8540010868208076
@ 3FE997BDBFBC202F 0.7997730965444186
@ 3FC2D570B9BE9F34 0.1471386820751320
@ 3FE579B40E2745E9 0.6711063648637580
@ 3FEB096D1C72377D 0.8449006610478446
@ 3FD7CFA686A5B8CE 0.3720489802279986
@ 3FED41A44A9C8D67 0.9142629105812546
@ 3FE372A1537DE0A1 0.6077429419228971
@ 3FE2C0E41F997FAD 0.5860462777309202
@ 3FDB16987EE69C9E 0.4232541312471286
@ 3FC944F35AC87354 0.1974167054439940
@ 3FE75F19498A87ED 0.7303587375974964
@ 3FD6F2D6B6F57CD2 0.3585716997822149
@ 3FCA57968C8965E4 0.2057979761328134
@ 3FDEECC600BDC052 0.4832015044439731
@ 3FE4E76766A3B583 0.6532475475957401
@ 3FD3F40600876E4E 0.3117690091291693
@ 3FEA209852D5E1E1 0.8164788835411479
@ 3FD1C6316706201E 0.2777217393963854
@ 3FEB5CAECAC10297 0.8550638160741809
@ 3FD8518599784826 0.3799757002572072
@ 3FDF53BBA840A3DA 0.4894856589403936
@ 3FEEFC4E4BDCAB53 0.9682990533523060
@ 3FE139EAC90E63C7 0.5383199622038938
@ 3FE62DE5CD684CB3 0.6931027423728636
@ 3FD06E8DDF072732 0.2567476919181103
@ 3FE53F7A5DC8C947 0.6639987785077118
@ 3FEE24F6FB37ED09 0.9420123011217650
@ 3FDF3B9A92354D0A 0.4880129268469352
@ 3FE78C78843A1F1F 0.7358973105010341
@ 3FE88D1B8B8B1D01 0.7672250485856297
@ 3FB342CD6613B6F8 0.0752380727969600
@ 3FE54B5C10D31565 0.6654491737942122
@ 3F9FB00A2B75E5A0 0.0309449757600980
@ 3FEE30E9A72FEE1F 0.9434707894683391
@ 3FEB24DEA8BC258F 0.8482507033924537
@ 3FDB7A73B7E3274E 0.4293488784575076
@ 3FE95E68266F9D27 0.7927742720320666
@ 3FECDD3839240667 0.9020043483762493
@ 3FE12D01DA49B4A9 0.5367440474925803
@ 3FE441E77E49CAEF 0.6330449549262464
@ 3FDCBCC0197BEE56 0.4490204094761102
@ 3FEAC9584B01BA21 0.8370782341933741
@ 3FE58AF26B2AB5DD 0.6732112973310752
@ 3FE77F2315E963E3 0.7342696598017223
@ 3FD644B064E47676 0.3479424462583219
@ 3F9FE43E23D53260 0.0311441144343000
@ 3FEE9997974A3F3D 0.9562490420230244
@ 3F9627BAE0DB3760 0.0216359328977015
@ 3FCB8F15CFF71AF4 0.2153041139083239
@ 3FEA7CBFA5666AAB 0.8277281027288458
@ 3FE52DBB5D3493FD 0.6618325062196387
@ 3FE2ECC21EB7C5EF 0.5914011573751717
@ 3FCCA4C11662EFEC 0.2237779006298973
@ 3FE8759119F1DFD1 0.7643514162764352
@ 3FE3DDBED5EDF0E5 0.6208185365972240
@ 3FEAE7BD57DFD3E9 0.8407885280890898
@ 3FDA47FB220700DA 0.4106433708475500
@ 3FEA9A44AD226033 0.8313315755394853
@ 3FE67824DB445EF1 0.7021660120544465
@ 3FE5DF719C73A011 0.6835258537003047
@ 3FEC0E3B090A49BF 0.8767371346059959
@ 3FCD0E46E035E0D4 0.2269981951501508
@ 3FD0FC0232BF3C46 0.2653813834739974
@ 3FE4CD00C428DF4F 0.6500247794383344
@ 3FCC9724D53AF944 0.2233625451244255
@ 3FC5F125257AFBD4 0.1714216645250121
@ 3FE2467527A6BAA7 0.5711007856787845
@ 3FE9CC103DBCC66D 0.8061600881394050
@ 3FDE95A0EF84627E 0.4778826083216144
@ 3FE3F6DF14D51143 0.6238856703644519
@ 3FCC410038D8DE4C 0.2207336690496383
@ 3FEC58BCE2AD7659 0.8858322551056502
@ 3FB2720C327A2F58 0.0720527289615210
@ 3FDDCDA890C27156 0.4656773961703683
@ 3FEC86542103CC49 0.8913975376912130
@ 3FC908BFE1C26F54 0.1955795147267688
@ 3FE6691BB4B69F89 0.7003305940206569
@ 3FEB72C773120D6B 0.8577611205550232
@ 3FEF504C133125D5 0.9785519003718784
@ 3FCFA7A41000FEFC 0.2473034933227537
@ 3FAE035160C14490 0.0586190634354661
@ 3FC7099975615C9C 0.1799804518838969
@ 3FDA4B02F432983E 0.4108283409826788
@ 3FE9D2D5F99E872D 0.8069867968917827
@ 3FE1038A64264E23 0.5316822010085541
@ 3FDD16643EB9B6BE 0.4544916737130328
@ 3FD90462734E02BA 0.3908926130316491
@ 3FDE85E3CC76CD3E 0.4769219872207094
@ 3FD7E26814EDAD4E 0.3731937603358418
@ 3FE6C01BC7D2F779 0.7109507468046409
@ 3FD2A135CAAF9036 0.2910894851067981
@ 3FC7C9C5DA93B984 0.1858451192160367
@ 3FD41D75D0D33E0E 0.3142981089885958
@ 3FECDB9B05F79D51 0.9018073193118800
@ 3FCF3031F2BDE2F4 0.2436582980406211
@ 3FD7D2809570AEAA 0.3722230395676244
@ 3FE25334543A144B 0.5726567883545014
@ 3FEDD698CBD3C7CD 0.9324459057809179
@ 3FDE303F1CE41ACE 0.4716947347773556
@ 3FEAAF2371C55CD3 0.8338792059029408
@ 3FDFBF0F0BCDD89A 0.4960363021158486
@ 3FD9425487B7DD2A 0.3946734738705852
@ 3FE23F05A11B2879 0.5701931139567612
@ 3FC5DF51F1EEAC9C 0.1708776885328448
@ 3FE2E5B5718B67BF 0.5905406205813434
@ 3FE0E945319BA0F1 0.5284753769783760
@ 3FE371C5F3A61F07 0.6076383360641281
@ 3FE8F3A7BBEB421D 0.7797430677692919
@ 3FDE1968442DE406 0.4703007379353611
@ 3FD26D50BF06BB6A 0.2879220834246811
@ 3FC52558C8929BBC 0.1652022342070419
@ 3FD793565D83598E 0.3683677590574000
@ 3FD1CA5A2F596F0E 0.2779756033321384
@ 3FD8D45AF85DEA6A 0.3879611421067809
@ 3FEE1018A6C00CC1 0.9394648796882380
@ 3FAC6035960008F0 0.0554215188604007
@ 3FCB40B06814D4D4 0.2129116543016268
@ 3FEF417F0BE6E0E3 0.9767451508005504
@ 3FC6C0F115EE75E4 0.1777631146514259
@ 3FE393FD45611763 0.6118151049674733
@ 3FEE2F9090B2EA8B 0.9433062387609693
@ 3FAFC58B74FC1470 0.0620540218642781
@ 3FE52BA9D08DA9CF 0.6615799973781636
@ 3FDEA5C479AD891E 0.4788676441441043
@ 3FDD4C2846C129AA 0.4577732745134663
@ 3FDBDEE7B8BD6486 0.4354800514316327
@ 3FC716E8ABABAE8C 0.1803866232142933
@ 3FC8C9615993A804 0.1936456382166513
@ 3FBA11E9F12D5868 0.1018358434497216
@ 3FEDC76532C97061 0.9305902473383975
@ 3FEA3EA0DA9AE825 0.8201450605040504
@ 3FE27D35874DAB13 0.5777843134540909
@ 3FDFAE302FFB0FEA 0.4950066059648167
@ 3FD933D8E1A6DC8E 0.3937895015364540
@ 3FE3E65CFE543E5F 0.6218705146183757
@ 3FED64E153744489 0.9185644750561021
@ 3FE53D17B2517E63 0.6637075884609199
@ 3FE559EDD9034C77 0.6672276724369927
@ 3FE78036CFB38531 0.7344011360802708
@ 3FB30FFD0D12E738 0.0744627148550564
@ 3FE4CF0598CE8109 0.6502712234978684
@ 3FC209C3F6CF1434 0.1409230189439384
@ 3FD5D72A79AABFAE 0.3412576854852841
@ 3FAFAF49427BFF90 0.0618842023523022
@ 3FDD7124AB66FCFE 0.4600307153559270
@ 3FD539D3D12E7882 0.3316545050419181
@ 3FD87365CDC3B50E 0.3820433148783459
@ 3FC75DE079D3255C 0.1825523943755724
@ 3FE0ED3FCFA0935F 0.5289610915393544
@ 3FE194D9B9CFBF15 0.5494202260142368
@ 3F90485656E956A0 0.0159009447619015
@ 3FE7C7D04718604F 0.7431413067415721
@ 3FD5CCFF8EFCD2E6 0.3406371017802442
@ 3FEB146D60088EC7 0.8462435603764441
@ 3FDE37897094C092 0.4721397017883727
@ 3FC18ED2EDCF88BC 0.1371711407837831
@ 3FD880238271648E 0.3828209661347238
@ 3FEA3CD1355DCBBF 0.8199239771187122
@ 3FE75393FEABBCFB 0.7289524053611837
@ 3FE6FC7BEDB82291 0.7183208125071180
@ 3FEBAC888212B9B3 0.8648111858836302
@ 3FE6F61CD84EA6C1 0.7175430512190460
@ 3FEA9B801338E611 0.8314819693980003
@ 3FC79617F0630A34 0.1842679904712711
@ 3FD29794869E13AE 0.2905017199157623
@ 3F93137AA4F6C3E0 0.0186289942918768
@ 3FABF9419F13B390 0.0546360499082318
@ 3FEA1FCBE3C540C3 0.8163814018862684
@ 3FECF33343E68F91 0.9046875311073440
@ 3FEEF6334A63A0C5 0.9675537541306986
@ 3FABC2E0DF71EC70 0.0542211792717006
@ 3FDCA6EB6E8BB16E 0.4476879672572726
@ 3FD2AC9B83294E62 0.2917851239082890
@ 3FDFE7856C69E332 0.4985059317328250
@ 3FDB2BDE3B3921FE 0.4245524957991903
@ 3FA51A7CC876CF90 0.0412177080828818
@ 3FE9C745FE76E459 0.8055753679283369
@ 3FC6357321B0C1AC 0.1735061563972641
@ 3FE442112948F42B 0.6330648237559492
@ 3FDBB9F9953F9816 0.4332260091308638
@ 3FEEE5909A7FD0F3 0.9655230538906195
@ 3FE58FDA1479B99B 0.6738100433265574
@ 3FC00F7739CC6FBC 0.1254719764918927
@ 3FD65EC78D73AB06 0.3495348817220222
@ 3FDBCB9ACADD076E 0.4343020421111906
@ 3FB9A5B6E537D2C8 0.1001848516096501
@ 3FE3F87BF0F246BB 0.6240825372680868
@ 3FBBDC70A5675A38 0.1088323978250195
@ 3FD04E32226B358E 0.2547726951714474
@ 3FEAD97C283A97C1 0.8390484605522418
@ 3FD4D51274646F26 0.3255048882144699
@ 3FE2DE86E8AC4771 0.5896639389413690
@ 3FEDAB8B0C0B4D3B 0.9271903262364626
@ 3FD779201A5949AA 0.3667679078399951
@ 3FECD617DF122CEF 0.9011344296317513
@ 3FE4665BB73F8B99 0.6374949053828117
@ 3FED675D18C2A8C3 0.9188676341630287
@ 3FDA3895FB36BC62 0.4097037270793803
@ 3FE7E2B4B10D89AF 0.7464240511001686
@ 3FEDDD81B57A0FDD 0.9332893890827979
@ 3FE7790FD01C67DD 0.7335280480067429
@ 3FD33FEF5921A442 0.3007772798942520
@ 3FB1F6D9A06512B8 0.0701728836621197
@ 3FD80094EF27BC0E 0.3750355086803560
@ 3FE3370A8DEEC723 0.6004688999293858
@ 3FE53731118DCD81 0.6629872649049703
@ 3FDA05F0D1CA4F42 0.4066125916226505
@ 3FE21147892DACF3 0.5646093062654515
@ 3FC5169944098DEC 0.1647521574223981
@ 3F90564C75F2F020 0.0159542033186285
@ 3FEE0B964687B8E5 0.9389144303839002
@ 3FC80CF1F0FE963C 0.1878950525980815
@ 3FE02F14A7A2F753 0.5057471536781385
@ 3FE41ACEACC52461 0.6282723783889531
@ 3FDEACB49498EDBA 0.4792911006113304
@ 3FEB9CC8AA842F17 0.8628886537930808
@ 3FEFF3AF326C6CF3 0.9984966263613430
@ 3FE1EB607943CA7D 0.5599825256779948
@ 3FD2FD23A01E36AE 0.2967003883030469
@ 3FAD9F26838DFFD0 0.0578548465337004
@ 3FA093BAA82DF770 0.0323770838067351
@ 3FED32F86DC6EDD1 0.9124719757159544
@ 3FE1EF7E288535F3 0.5604849616444753
@ 3FECA3AC7BA88213 0.8949797072601221
@ 3FE805724B61C9A3 0.7506648514084201
@ 3FDD5C2322042FA6 0.4587486107054651
@ 3FE3D7391BFA9315 0.6200223490201063
@ 3FEFDA021FE522A1 0.9953623412084945
@ 3FE5F6603D31C289 0.6863251872255925
@ 3FE9329D8C41F80D 0.7874286403091461
@ 3FE7DA8E643A81FD 0.7454292256916798
@ 3FBAB49CF461C428 0.1043184372554299
@ 3FE975638EBCF93B 0.7955796993117369
@ 3FD222A02406BE16 0.2833633758372981
@ 3FD11E3C738CB4C6 0.2674704674162282
@ 3FB2759E4D520DB8 0.0721072138567739
@ 3FE3D7A1C9C79D9F 0.6200722638140411
@ 3FE24C55C779A06F 0.5718182464597826
@ 3FE0CB96686A80EB 0.5248519935012416
@ 3FE5F0DD995625B3 0.6856525416234746
@ 3FCE0A1F85BFB5D4 0.2346839335508962
@ 3FEF6EE090EF66A5 0.9822848158612102
@ 3FDD3F8EB80207E2 0.4570042416527241
@ 3FDFED691A288A46 0.4988653903439267
@ 3FEE34D3B8EBF9D5 0.9439486133340390
@ 3FEE9B18CB10B6E9 0.9564327207678761
@ 3FCF4401CF5C992C 0.2442629110821114
@ 3FC8A785DA62F0BC 0.1926123920765174
@ 3FD948A1250059EE 0.3950579511014486
@ 3FE82C832F5DD5E1 0.7554336476447895
@ 3FE808CA255644D3 0.7510729531515160
@ 3FE337395512129B 0.6004912053618513
@ 3FE90C32C2CDBFB9 0.7827390484580895
@ 3FEC4E28290FCC07 0.8845406343447174
@ 3FD9C641EB463A5E 0.4027256772614346
@ 3FBB7148EACA1098 0.1071973393646338
@ 3FB66113CA32AA78 0.0874187821051836
@ 3FE15C7502EDBDA9 0.5425362641525925
@ 3FE99327C8D0E9FB 0.7992133066357491
@ 3FCCA512B40EA45C 0.2237876300035023
@ 3FBDAE8FB96BF9B8 0.1159448459329501
@ 3FD8FC924D1C8BC2 0.3904157403032366
@ 3FD85BC784D7C722 0.3806017682355664
@ 3FE729BD2A4E9D29 0.7238450838384881
@ 3FEE6046BF14546F 0.9492524845142166
@ 3FE9C681581D5099 0.8054815979944748
@ 3FE8B35308ADECCB 0.7718901795882628
@ 3FCBDCA98A2BB0BC 0.2176715778981640
@ 3FD1C3DEB0DC556E 0.2775799491076530
@ 3FEC9C77843189A5 0.8940999586014199
@ 3FE329B6C7465261 0.5988420383533360
